MEMBERSHIP_ID,BUS_PERCENT,STAY_C,LEADTIME,CRO_BOOK_PCT,MIDSCALE_PCT,UPSCALE_PCT,EXT_STAY_PCT,AIRPORT_PCT,RESORT_PCT,WEEKENDS_PCT,MEMBER_CLUB,POINTS_COLLECTOR,GDS_BOOK_PCT,WEB_BOOK_PCT,NIGHTSPERSTAY,REVPERNIGHT,REGISTRATION_B
26,0,1,11,1,1,0,0,0,0,1,1,1,0,0,1,30,0
27,0,1,17,1,0,0,1,0,0,0,1,1,0,0,2,30,0
28,0,1,21,0,1,0,0,0,0,0.4,1,1,0,0,5,30,0
29,0,1,30,0,1,0,0,1,0,0,1,1,0,1,1,30,1
30,0,1,48,0,0,0,1,0,0,0,1,1,0,1,1,30,0
31,0,1,52,0,1,0,0,0,0,1,1,1,0,1,1,30,1
32,0,1,102,1,1,0,0,0,0,0,1,1,0,0,2,30,0
33,0,1,0,0,0,0,1,0,0,0.66,1,1,0,0,3,30.33,0
34,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,31,0
35,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,31,0
36,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,31,0
37,0,1,20,0,1,0,0,0,0,0,0,1,0,1,1,31,0
38,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,32,0
39,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,32,0
40,0,1,10,0,1,0,0,0,0,0,1,1,0,1,1,32,1
41,0,1,0,0,1,0,0,0,0,0.25,1,1,0,0,4,32.5,1
42,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,32.5,0
43,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,32.5,0
44,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,34,0
45,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,34,0
46,0,1,16,0,1,0,0,0,0,0.5,0,1,0,1,4,34,1
47,0,1,0,0,0,0,1,0,0,0.66,1,1,0,0,6,34.5,0
48,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,35,1
49,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,35,0
50,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,35,1
51,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,35,0
52,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,35,0
53,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,35,0
54,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,35,0
55,0,1,4,0,1,0,0,0,0,0,1,1,0,1,1,35,1
56,1,1,9.8,0,1,0,0,0,1,0.5,0,1,0.8,0,4,35,0
57,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,35.5,0
58,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,36,1
59,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,36,0
60,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,36,0
61,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,36,1
62,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,36,0
63,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,37,0
64,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,37,0
65,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,37,0
66,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,38,0
67,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,38,1
68,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,38,1
69,0,1,12,1,1,0,0,0,0,0,0,1,0,0,1,38,0
70,0,1,14,1,1,0,0,0,0,1,1,1,0,0,1,38,1
71,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,38.5,0
72,1,1,0,0,1,0,0,0,1,0,1,1,0,0,2,38.5,0
73,0,1,8,1,0,1,0,0,0,1,1,1,0,0,2,38.5,1
74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,39,1
75,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,39,0
76,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,39,1
77,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,39,0
78,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,39,0
79,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,39,0
80,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,39,1
81,0,1,3,0,1,0,0,0,0,0,1,1,0,0,1,39,0
82,0,1,24,1,1,0,0,1,0,0,1,0,0,0,1,39,1
83,0,1,27,0,1,0,0,0,0,1,1,1,0,0,2,39,1
84,0,1,0,0,1,0,0,0,0,0.33,0,1,0,0,18,39.05,0
85,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,39.5,0
86,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,39.5,0
87,0,1,0,0,0,1,0,0,0,0.25,1,1,0,0,4,39.75,0
88,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,40,0
89,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,40,1
90,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,40,0
91,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,40,0
92,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,40,0
93,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,40,1
94,0,1,2,0,1,0,0,0,1,0,1,1,0,0,1,40,0
95,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,40,0
96,0,1,6,0,1,0,0,0,0,0.5,1,1,0,1,2,40,0
97,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,40.5,0
98,0,1,6,0,1,0,0,0,0,0,1,1,0,1,1,41,0
99,0,1,8,0,1,0,0,0,0,0,1,1,0,1,1,41,0
100,0,1,206,1,1,0,0,0,0,0.5,1,1,0,0,2,41,1
101,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,41.33,0
102,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,42,0
103,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,42,1
104,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,42,1
105,0,1,6,0,1,0,0,0,0,0,1,1,0,0,1,42,0
106,0,1,165.66,0.33,1,0,0,0,0,1,1,1,0,0.66,4,42,1
107,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,42.5,0
108,1,1,0,0,1,0,0,0,1,0,1,1,0,0,3,42.66,0
109,0,1,0,0,1,0,0,0,1,0.28,1,1,0,0,14,42.78,0
110,0,1,0,0,0,1,0,0,0,0.28,1,1,0,0,7,42.85,0
111,0,1,0,0,0,1,0,0,0,0.33,1,1,0,0,12,42.91,0
112,0,1,0,0,0,0,1,0,0,0.5,1,1,0,0,4,43,1
113,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,43,0
114,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,43,1
115,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,43,0
116,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,43,0
117,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,43,0
118,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,43,0
119,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,43,0
120,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,43.25,1
121,0,1,0,0,1,0,0,0,0,0.66,1,1,0,0,3,43.33,1
122,0,1,0,0,0,1,0,0,0,0.5,1,1,0,0,2,43.5,1
123,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,43.5,0
124,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,43.5,0
125,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,44,0
126,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,44,0
127,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,44,1
128,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,44,1
129,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,44,1
130,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,44,0
131,0,1,12,1,1,0,0,0,0,0.5,1,1,0,0,2,44,1
132,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,44.5,0
133,0,1,30,1,1,0,0,0,0,1,1,1,0,0,2,44.5,1
134,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,45,1
135,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,45,0
136,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,45,0
137,0,1,0,0,1,0,0,0,0,0.2,1,1,0,0,5,45,0
138,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,45,0
139,0,1,7,1,1,0,0,0,0,0,1,1,0,0,2,45,1
140,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,45.5,0
141,0,1,0,0,0,1,0,1,0,1,1,1,0,0,2,46,1
142,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,46,1
143,0,1,0,0,1,0,0,0,0,0.16,1,1,0,0,6,46,0
144,0,1,0,0,1,0,0,0,0,0.37,1,1,0,0,8,46,0
145,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,46,0
146,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,46,0
147,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,46,0
148,0,1,3,1,1,0,0,0,0,0,1,1,0,0,3,46,0
149,0,1,6,1,1,0,0,0,0,0.28,1,1,0,0,7,46,1
150,0,1,6,0,0,1,0,0,0,1,1,1,0,0,1,46,0
151,1,1,0,0,0,0,1,0,0,0.2,1,1,0,0,5,46.4,0
152,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,46.5,0
153,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,46.5,1
154,0,1,0,0,1,0,0,0,0,0.27,1,1,0,0,33.42,46.91,1
155,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,47,1
156,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,47,0
157,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,47,0
158,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,47,1
159,0,1,11,1,1,0,0,0,0,1,1,1,0,0,4,47.25,0
160,0,1,220.13,0,1,0,0,0,0,1,1,1,0,1,4,47.25,1
161,0,1,0,0,1,0,0,0,0,0.66,1,0,0,0,6,47.33,1
162,1,1,0,0,0,1,0,0,0,0.5,1,0,0,0,4,47.5,1
163,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,48,1
164,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,48,1
165,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,48,0
166,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,48,0
167,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,48,0
168,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,48,1
169,0,1,0,0,0,1,0,0,0,0.66,1,1,0,0,3,48.33,1
170,0,1,0,1,1,0,0,0,0,0,1,1,0,0,2,48.5,1
171,0,1,0,0,1,0,0,0,0,1,1,1,0,0,4,48.75,0
172,0,1,11,1,1,0,0,0,0,0,1,1,0,0,6,48.83,1
173,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,1
174,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,49,1
175,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,49,0
176,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,0
177,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,1
178,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,1
179,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,1
180,0,1,0,0,0,1,0,0,0,0.66,1,1,0,0,3,49,1
181,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,49,1
182,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,49,1
183,0,1,0,0,1,0,0,0,1,1,1,1,0,0,4,49,0
184,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,49,1
185,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,49,1
186,0,1,0,0,1,0,0,1,0,0,1,1,0,0,2,49,0
187,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,49,0
188,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,49,0
189,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,49,0
190,0,1,0,0,1,0,0,0,1,0.66,1,0,0,0,3,49,0
191,0,1,0,0,0,1,0,0,0,1,1,1,0,0,2,49,0
192,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,49,0
193,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,49,1
194,0,1,2,0,1,0,0,0,0,0,1,1,0,0,1,49,0
195,0,1,122,0,1,0,0,0,0,1,1,1,0,0,4,49,0
196,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,49.5,0
197,1,1,82,1,1,0,0,0,0,0,1,1,0,0,4,49.5,1
198,0,1,122,0,1,0,0,0,0,1,1,1,1,0,2,49.5,1
199,0,1,220.13,0,1,0,0,0,0,0.5,1,1,0,1,2,49.5,0
200,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,50,0
201,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2,50,1
202,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,50,0
203,0,1,0,0,1,0,0,0,0,0.16,1,0,0,0,12,50,1
204,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,50,1
205,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,4,50,1
206,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,50,1
207,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,50,0
208,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,50,1
209,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,50,0
210,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,50,0
211,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,50,0
212,1,1,0,0,1,0,0,1,0,0,1,1,0,0,3,50,0
213,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,50,1
214,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,50,1
215,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,50,1
216,0,1,0,0,1,0,0,0,0,0.2,1,1,0,0,5,50,0
217,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,50,0
218,0,1,88,0,0,1,0,0,0,0.66,0,1,0,1,3,50.66,1
219,0,1,0,0,0,1,0,0,1,0.25,1,1,0,0,8,51,1
220,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,51,0
221,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,51,0
222,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,51,0
223,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,51,0
224,0,1,10,0,0,1,0,0,0,0.31,0,1,0,1,22,51,0
225,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,51.5,0
226,0,1,6,1,1,0,0,0,0,0,1,1,0,0,2,51.5,1
227,0,1,1,0,1,0,0,0,0,0.33,1,0,0,0,3,51.66,0
228,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,51.75,1
229,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,52,0
230,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,52,1
231,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,52,0
232,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,52,0
233,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,52,1
234,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,52,0
235,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,52,0
236,0,1,32,0,1,0,0,1,0,0,1,1,0,1,1,52,0
237,0,1,0,0,0,1,0,0,0,1,1,1,0,0,2,53,0
238,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,53,0
239,0,1,0,0,0,0,1,1,0,0.2,0,0,0,0,10,53,1
240,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,53,0
241,0,1,0,0,0,1,0,0,0,0.66,1,1,0,0,3,53,0
242,0,1,0,0,0,1,0,0,0,1,1,1,0,0,2,53,0
243,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,53,1
244,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3,53,0
245,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,53,0
246,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,53,0
247,0,1,7,0,1,0,0,0,0,0,1,0,0,1,3,53,1
248,0,1,9,1,1,0,0,0,0,1,1,1,0,0,3,53,1
249,0,1,0,0,1,0,0,0,0,0.3,1,1,0,0,10,53.1,0
250,0,1,56,1,1,0,0,0,0,0.66,1,1,0,0,3,53.66,1
251,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,54,0
252,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,54,1
253,0,1,0,0,1,0,0,0,0,0.66,1,1,0,0,3,54,0
254,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,54,0
255,0,1,0,0,0,0,1,0,0,0.28,1,0,0,0,28,54,1
256,0,1,2,1,1,0,0,0,0,0,1,1,0,0,1,54,1
257,0,1,8,1,1,0,0,0,0,0,1,1,0,0,1,54,1
258,0,1,11,1,0,1,0,0,0,1,0,1,0,0,1,54,0
259,0,1,0,0,1,0,0,0,0,0.33,0,1,0,0,15,54.4,0
260,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,54.5,0
261,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,54.5,0
262,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,54.5,0
263,0,1,9,1,1,0,0,0,0,0.5,1,1,0,0,2,54.5,1
264,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,55,0
265,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,55,0
266,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,55,0
267,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,55,1
268,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,55,1
269,0,1,0,0,1,0,0,0,0,0.33,1,1,0,0,3,55,0
270,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,55,0
271,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,55,1
272,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,55,0
273,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,55,0
274,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,55,0
275,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,55,0
276,0,1,0,0,1,0,0,0,0,0.28,0,1,0,0,33.42,55,0
277,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,55,0
278,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,4,55,0
279,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,55,0
280,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,55,0
281,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,55,0
282,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,55,0
283,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,55,0
284,0,1,21,1,1,0,0,0,0,0.66,1,1,0,0,3,55,1
285,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,55.5,1
286,0,1,4,0,1,0,0,0,0,0.25,1,1,0,0,4,55.5,1
287,0,1,41,0,1,0,0,0,0,1,1,1,0,1,2,55.5,1
288,0,1,0,0,0,0,1,0,0,0.28,0,1,0,0,33.42,55.55,1
289,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,55.75,0
290,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,56,0
291,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,56,0
292,0,1,0,0,0,1,0,0,0,0.25,1,1,0,0,8,56,0
293,0,1,0,0,1,0,0,0,0,0.25,1,1,0,0,4,56,0
294,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,56,0
295,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,56,1
296,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,56,0
297,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,56,0
298,0,1,2,1,1,0,0,0,0,1,1,1,0,0,1,56,0
299,0,1,7,0,1,0,0,0,0,0,1,0,0,0,1,56,1
300,0,1,8,0,1,0,0,0,1,1,1,1,0,1,2,56,1
301,0,1,45,0,1,0,0,0,0,1,1,1,0,0,2,56,0
302,0,1,0,0,1,0,0,0,0,0.33,1,1,0,0,3,56.33,0
303,0,1,12,1,1,0,0,0,0,0.33,1,1,0,0,3,56.33,0
304,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,56.5,0
305,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,57,0
306,0,1,0,0,1,0,0,0,0,0.33,1,1,0,0,6,57,0
307,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,57,0
308,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,57,0
309,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,57,1
310,0,1,7,0,1,0,0,0,0,0,1,1,0,1,2,57,1
311,0,1,14,1,1,0,0,0,0,0,1,1,0,0,1,57,1
312,0,1,14,0,1,0,0,0,0,1,1,1,0,1,1,57,1
313,0,1,0,0,1,0,0,0,0,0.3,0,1,0,0,20,57.5,0
314,0,1,0,0,0,0,1,0,0,0.28,0,1,0,0,33.42,57.5,0
315,0,1,0,0,0,1,0,0,0,0.16,1,1,0,0,12,57.66,1
316,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,58,1
317,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,58,1
318,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,58,0
319,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,58,0
320,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,58,1
321,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,58,0
322,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,58,1
323,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,58,0
324,0,1,0,0,1,0,0,0,0,0.66,1,1,0,0,3,58,0
325,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,58,0
326,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,58,0
327,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,58,0
328,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,58,1
329,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,58,0
330,0,1,0,0,1,0,0,0,0,0.33,1,1,0,0,6,58.16,0
331,0,1,0,0,0,1,0,0,0,0.5,1,1,0,0,2,58.5,0
332,0,1,0,0,1,0,0,0,1,0.3,1,1,0,0,10,58.5,1
333,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,58.5,0
334,0,1,0,0,1,0,0,0,0,0.3,0,1,0,0,20,58.6,0
335,0,1,0,0,1,0,0,0,0,0.66,1,1,0,0,3,58.66,1
336,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3,58.66,0
337,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,58.75,0
338,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,2,59,0
339,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,59,1
340,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,59,0
341,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,59,0
342,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,59,0
343,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,59,1
344,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,59,1
345,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,59,0
346,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
347,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,59,0
348,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
349,0,1,0,0,1,0,0,0,0,0.5,1,1,0,0,6,59,1
350,0,1,0,0,1,0,0,0,0,0.33,1,1,0,0,3,59,1
351,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,59,0
352,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,59,0
353,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,59,0
354,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,59,0
355,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4,59,0
356,0,1,0,0,1,0,0,0,1,0,1,1,0,0,5,59,1
357,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
358,0,1,0,0,1,0,0,0,0,0.5,0,1,0,0,2,59,0
359,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,59,1
360,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,59,0
361,0,1,0,0,1,0,0,0,0,0.4,1,0,0,0,5,59,0
362,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
363,0,1,0,0,1,0,0,0,1,0.33,1,0,0,0,6,59,1
364,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
365,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
366,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2,59,0
367,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,59,0
368,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,59,0
